claim,veracity,label,evidence,evidence_label,article
more than 100 per cent of the warming over the past century is due to human actions,true,supports,the dominant cause of the warming since the 1950s is human activities.,supports,scientific consensus on climate change
more than 100 per cent of the warming over the past century is due to human actions,true,supports,the global warming observed over the past 50 years is due primarily to human-induced emissions of heat-trapping gases.,supports,scientific consensus on climate change
"90 per cent of the world's coral reefs will disappear in the next 35 years due to coral bleaching induced by global warming, pollution and over-development.",true,supports,"during this time, over 70 percent of the coral reefs around the world have become damaged.",not_enough_info,coral bleaching
"90 per cent of the world's coral reefs will disappear in the next 35 years due to coral bleaching induced by global warming, pollution and over-development.",true,supports,"every 4–7 years, an el niño event causes some reefs with heat-sensitive corals to bleach, with especially widespread bleachings in 1998 and 2010.",not_enough_info,coral reef
"90 per cent of the world's coral reefs will disappear in the next 35 years due to coral bleaching induced by global warming, pollution and over-development.",true,supports,"increasing sea temperatures in tropical regions (~1 degree c) the last century have caused major coral bleaching, death, and therefore shrinking coral populations since although they are able to adapt and acclimate, it is uncertain if this evolutionary process will happen quickly enough to prevent major reduction of their numbers.",supports,coral
the warming is not nearly as great as the climate change computer models have predicted.,false,refutes,the model predicted <0.2 °c warming for upper air at 700 mb and 500 mb.,not_enough_info,deforestation
the warming is not nearly as great as the climate change computer models have predicted.,false,refutes,"projections of future climate change suggest further global warming, sea level rise, and an increase in the frequency and severity of some extreme weather events and weather-related disasters.",not_enough_info,global catastrophic risk
the warming is not nearly as great as the climate change computer models have predicted.,false,refutes,"martin weitzman argues that most of the expected economic damage from climate change may come from the small chance that warming greatly exceeds the mid-range expectations, resulting in catastrophic damage.",not_enough_info,global catastrophic risk
the warming is not nearly as great as the climate change computer models have predicted.,false,refutes,it is a major aspect of climate change and has been demonstrated by direct temperature measurements and by measurements of various effects of the warming.,refutes,global warming
the warming is not nearly as great as the climate change computer models have predicted.,false,refutes,uncertainty over feedbacks is the major reason why different climate models project different magnitudes of warming for a given amount of emissions.,not_enough_info,global warming
